,pid,package,dayofstudy,loyalty,regularity,duration,duration_mean,duration_std,duration_min,duration_max,betweenlaunch_duration_mean,betweenlaunch_duration_std
0,1000,aspire,29.0,5,1,73,15.0,13.0,0,35,495.0,486.0
1,1000,aspire,19.0,2,2,179,90.0,29.0,69,110,21660.0,-1.0
2,1000,aspire,21.0,2,2,88,44.0,48.0,10,78,52140.0,-1.0
3,1000,aspire,26.0,2,1,55,28.0,15.0,17,38,120.0,-1.0
4,1000,aspire,28.0,2,1,45,22.0,15.0,12,33,2160.0,-1.0
5,1000,aspire,39.0,2,2,61,30.0,8.0,25,36,4500.0,-1.0
6,1000,aspire,40.0,2,1,23,12.0,4.0,9,14,8940.0,-1.0
7,1000,aspire,41.0,2,2,72,36.0,34.0,12,60,18600.0,-1.0
8,1000,aspire,42.0,2,1,21,10.0,5.0,7,14,120.0,-1.0
9,1000,aspire,18.0,1,1,0,0.0,0.0,0,0,-1.0,-1.0
10,1000,aspire,20.0,1,1,18,18.0,0.0,18,18,-1.0,-1.0
11,1000,aspire,22.0,1,1,8,8.0,0.0,8,8,-1.0,-1.0
12,1000,aspire,25.0,1,1,9,9.0,0.0,9,9,-1.0,-1.0
13,1000,aspire,27.0,1,1,2,2.0,0.0,2,2,-1.0,-1.0
14,1000,aspire,30.0,1,1,24,24.0,0.0,24,24,-1.0,-1.0
15,1000,aspire,31.0,1,1,45,45.0,0.0,45,45,-1.0,-1.0
16,1000,aspire,32.0,1,1,53,53.0,0.0,53,53,-1.0,-1.0
17,1000,aspire,33.0,1,1,35,35.0,0.0,35,35,-1.0,-1.0
18,1000,aspire,34.0,1,1,8,8.0,0.0,8,8,-1.0,-1.0
19,1000,aspire,36.0,1,1,25,25.0,0.0,25,25,-1.0,-1.0
20,1000,aspire,37.0,1,1,35,35.0,0.0,35,35,-1.0,-1.0
21,1000,aspire,38.0,1,1,32,32.0,0.0,32,32,-1.0,-1.0
22,1000,aspire,43.0,1,1,33,33.0,0.0,33,33,-1.0,-1.0
23,1000,aspire,44.0,1,1,30,30.0,0.0,30,30,-1.0,-1.0
24,1000,aspire,45.0,1,1,17,17.0,0.0,17,17,-1.0,-1.0
25,1000,aspire,46.0,1,1,18,18.0,0.0,18,18,-1.0,-1.0
26,1000,aspire,47.0,1,1,29,29.0,0.0,29,29,-1.0,-1.0
27,1000,aspire,49.0,1,1,18,18.0,0.0,18,18,-1.0,-1.0
28,1000,boostme,33.0,3,2,159,53.0,32.0,18,81,12270.0,16080.0
29,1000,boostme,6.0,2,2,0,0.0,0.0,0,0,41880.0,-1.0
30,1000,boostme,26.0,2,2,44,22.0,28.0,2,42,20520.0,-1.0
31,1000,boostme,30.0,2,1,180,90.0,17.0,78,102,240.0,-1.0
32,1000,boostme,34.0,2,2,84,42.0,30.0,21,63,25440.0,-1.0
33,1000,boostme,40.0,2,1,184,92.0,10.0,85,99,14340.0,-1.0
34,1000,boostme,41.0,2,2,134,67.0,66.0,20,114,18480.0,-1.0
35,1000,boostme,21.0,1,1,6,6.0,0.0,6,6,-1.0,-1.0
36,1000,boostme,27.0,1,1,132,132.0,0.0,132,132,-1.0,-1.0
37,1000,boostme,28.0,1,1,186,186.0,0.0,186,186,-1.0,-1.0
38,1000,boostme,29.0,1,1,132,132.0,0.0,132,132,-1.0,-1.0
39,1000,boostme,31.0,1,1,35,35.0,0.0,35,35,-1.0,-1.0
40,1000,boostme,32.0,1,1,84,84.0,0.0,84,84,-1.0,-1.0
41,1000,boostme,35.0,1,1,20,20.0,0.0,20,20,-1.0,-1.0
42,1000,boostme,36.0,1,1,89,89.0,0.0,89,89,-1.0,-1.0
43,1000,boostme,37.0,1,1,78,78.0,0.0,78,78,-1.0,-1.0
44,1000,boostme,38.0,1,1,82,82.0,0.0,82,82,-1.0,-1.0
45,1000,boostme,39.0,1,1,96,96.0,0.0,96,96,-1.0,-1.0
46,1000,boostme,42.0,1,1,24,24.0,0.0,24,24,-1.0,-1.0
47,1000,boostme,43.0,1,1,125,125.0,0.0,125,125,-1.0,-1.0
48,1000,boostme,44.0,1,1,72,72.0,0.0,72,72,-1.0,-1.0
49,1000,boostme,45.0,1,1,78,78.0,0.0,78,78,-1.0,-1.0
50,1000,boostme,46.0,1,1,68,68.0,0.0,68,68,-1.0,-1.0
51,1000,boostme,47.0,1,1,72,72.0,0.0,72,72,-1.0,-1.0
52,1000,boostme,49.0,1,1,77,77.0,0.0,77,77,-1.0,-1.0
53,1000,dailyfeats,41.0,3,2,73,24.0,21.0,0,38,9180.0,1188.0
54,1000,dailyfeats,46.0,3,1,41,14.0,7.0,6,18,3960.0,5515.0
55,1000,dailyfeats,40.0,2,1,60,30.0,42.0,0,60,4320.0,-1.0
56,1000,dailyfeats,42.0,2,1,34,17.0,10.0,10,24,8640.0,-1.0
57,1000,dailyfeats,43.0,2,2,25,12.0,18.0,0,25,13380.0,-1.0
58,1000,dailyfeats,44.0,2,1,24,12.0,17.0,0,24,10020.0,-1.0
59,1000,dailyfeats,45.0,2,1,0,0.0,0.0,0,0,3900.0,-1.0
60,1000,dailyfeats,47.0,2,1,0,0.0,0.0,0,0,6660.0,-1.0
61,1000,dailyfeats,49.0,2,1,22,11.0,16.0,0,22,9900.0,-1.0
62,1000,dailyfeats,48.0,1,1,21,21.0,0.0,21,21,-1.0,-1.0
63,1000,icope,36.0,2,2,0,0.0,0.0,0,0,9720.0,-1.0
64,1000,icope,33.0,1,1,52,52.0,0.0,52,52,-1.0,-1.0
65,1000,icope,34.0,1,1,189,189.0,0.0,189,189,-1.0,-1.0
66,1000,icope,35.0,1,1,30,30.0,0.0,30,30,-1.0,-1.0
67,1000,icope,37.0,1,1,54,54.0,0.0,54,54,-1.0,-1.0
68,1000,icope,38.0,1,1,41,41.0,0.0,41,41,-1.0,-1.0
69,1000,icope,39.0,1,1,29,29.0,0.0,29,29,-1.0,-1.0
70,1000,icope,40.0,1,1,24,24.0,0.0,24,24,-1.0,-1.0
71,1000,icope,41.0,1,1,35,35.0,0.0,35,35,-1.0,-1.0
72,1000,icope,42.0,1,1,33,33.0,0.0,33,33,-1.0,-1.0
73,1000,icope,43.0,1,1,4,4.0,0.0,4,4,-1.0,-1.0
74,1000,icope,44.0,1,1,5,5.0,0.0,5,5,-1.0,-1.0
75,1000,icope,45.0,1,1,4,4.0,0.0,4,4,-1.0,-1.0
76,1000,icope,46.0,1,1,5,5.0,0.0,5,5,-1.0,-1.0
77,1000,icope,49.0,1,1,5,5.0,0.0,5,5,-1.0,-1.0
78,1000,mantra,20.0,3,2,82,27.0,9.0,20,38,33330.0,44845.0
79,1000,mantra,34.0,3,1,83,28.0,10.0,19,38,40890.0,57403.0
80,1000,mantra,39.0,3,2,59,20.0,5.0,15,24,33600.0,46924.0
81,1000,mantra,17.0,2,1,60,30.0,21.0,15,45,3060.0,-1.0
82,1000,mantra,19.0,2,1,84,42.0,10.0,35,49,960.0,-1.0
83,1000,mantra,21.0,2,2,95,48.0,23.0,31,64,2100.0,-1.0
84,1000,mantra,25.0,2,2,43,22.0,15.0,11,32,11880.0,-1.0
85,1000,mantra,27.0,2,1,103,52.0,33.0,28,75,600.0,-1.0
86,1000,mantra,30.0,2,1,25,12.0,11.0,5,20,180.0,-1.0
87,1000,mantra,36.0,2,1,49,24.0,2.0,23,26,540.0,-1.0
88,1000,mantra,37.0,2,1,39,20.0,4.0,17,22,360.0,-1.0
89,1000,mantra,38.0,2,2,47,24.0,4.0,21,26,480.0,-1.0
90,1000,mantra,41.0,2,2,101,50.0,33.0,27,74,660.0,-1.0
91,1000,mantra,43.0,2,1,48,24.0,8.0,18,30,720.0,-1.0
92,1000,mantra,44.0,2,1,43,22.0,1.0,21,22,900.0,-1.0
93,1000,mantra,45.0,2,1,39,20.0,2.0,18,21,540.0,-1.0
94,1000,mantra,49.0,2,1,75,38.0,22.0,22,53,480.0,-1.0
95,1000,mantra,14.0,1,1,0,0.0,0.0,0,0,-1.0,-1.0
96,1000,mantra,15.0,1,1,0,0.0,0.0,0,0,-1.0,-1.0
97,1000,mantra,16.0,1,1,59,59.0,0.0,59,59,-1.0,-1.0
98,1000,mantra,18.0,1,1,31,31.0,0.0,31,31,-1.0,-1.0
99,1000,mantra,23.0,1,1,44,44.0,0.0,44,44,-1.0,-1.0
100,1000,mantra,26.0,1,1,26,26.0,0.0,26,26,-1.0,-1.0
101,1000,mantra,28.0,1,1,27,27.0,0.0,27,27,-1.0,-1.0
102,1000,mantra,29.0,1,1,26,26.0,0.0,26,26,-1.0,-1.0
103,1000,mantra,31.0,1,1,1,1.0,0.0,1,1,-1.0,-1.0
104,1000,mantra,32.0,1,1,6,6.0,0.0,6,6,-1.0,-1.0
105,1000,mantra,33.0,1,1,24,24.0,0.0,24,24,-1.0,-1.0
106,1000,mantra,42.0,1,1,20,20.0,0.0,20,20,-1.0,-1.0
107,1000,mantra,46.0,1,1,22,22.0,0.0,22,22,-1.0,-1.0
108,1000,mantra,47.0,1,1,18,18.0,0.0,18,18,-1.0,-1.0
109,1000,mantra,48.0,1,1,26,26.0,0.0,26,26,-1.0,-1.0
110,1000,messages,36.0,8,3,72,9.0,15.0,0,42,10791.0,14607.0
111,1000,messages,26.0,7,3,96,14.0,29.0,0,79,12910.0,15177.0
112,1000,messages,27.0,7,3,46,7.0,11.0,0,25,12590.0,15450.0
113,1000,messages,29.0,7,3,46,7.0,12.0,0,32,12600.0,15542.0
114,1000,messages,34.0,7,3,52,7.0,14.0,0,34,12690.0,15613.0
115,1000,messages,49.0,7,3,59,8.0,22.0,0,59,10650.0,16072.0
116,1000,messages,28.0,6,3,7,1.0,3.0,0,7,15120.0,16178.0
117,1000,messages,30.0,6,3,84,14.0,28.0,0,71,15108.0,16104.0
118,1000,messages,31.0,6,3,8,1.0,3.0,0,8,15120.0,16259.0
119,1000,messages,33.0,6,3,16,3.0,7.0,0,16,16068.0,15430.0
120,1000,messages,37.0,6,3,9,2.0,4.0,0,9,15120.0,16039.0
121,1000,messages,38.0,6,3,8,1.0,3.0,0,8,15108.0,16335.0
122,1000,messages,39.0,6,3,15,2.0,6.0,0,15,15132.0,16320.0
123,1000,messages,40.0,6,3,58,10.0,17.0,0,42,8628.0,4337.0
124,1000,messages,32.0,5,3,0,0.0,0.0,0,0,18900.0,16200.0
125,1000,messages,35.0,5,3,60,12.0,27.0,0,60,18900.0,16200.0
126,1000,messages,41.0,2,2,9,4.0,6.0,0,9,31620.0,-1.0
127,1000,messages,43.0,2,2,0,0.0,0.0,0,0,35040.0,-1.0
128,1000,messages,44.0,2,2,10,5.0,7.0,0,10,31620.0,-1.0
129,1000,messages,45.0,2,2,0,0.0,0.0,0,0,17820.0,-1.0
130,1000,messages,22.0,1,1,0,0.0,0.0,0,0,-1.0,-1.0
131,1000,messages,23.0,1,1,0,0.0,0.0,0,0,-1.0,-1.0
132,1000,messages,24.0,1,1,0,0.0,0.0,0,0,-1.0,-1.0
133,1000,messages,25.0,1,1,0,0.0,0.0,0,0,-1.0,-1.0
134,1000,messages,42.0,1,1,0,0.0,0.0,0,0,-1.0,-1.0
135,1000,messages,46.0,1,1,0,0.0,0.0,0,0,-1.0,-1.0
136,1000,messages,47.0,1,1,0,0.0,0.0,0,0,-1.0,-1.0
137,1000,messages,48.0,1,1,0,0.0,0.0,0,0,-1.0,-1.0
138,1000,moveme,40.0,2,1,88,44.0,17.0,32,56,120.0,-1.0
139,1000,moveme,42.0,2,1,39,20.0,25.0,2,37,540.0,-1.0
140,1000,moveme,33.0,1,1,78,78.0,0.0,78,78,-1.0,-1.0
141,1000,moveme,41.0,1,1,154,154.0,0.0,154,154,-1.0,-1.0
142,1000,moveme,43.0,1,1,6,6.0,0.0,6,6,-1.0,-1.0
143,1000,moveme,44.0,1,1,55,55.0,0.0,55,55,-1.0,-1.0
144,1000,moveme,45.0,1,1,6,6.0,0.0,6,6,-1.0,-1.0
145,1000,moveme,46.0,1,1,3,3.0,0.0,3,3,-1.0,-1.0
146,1000,moveme,47.0,1,1,7,7.0,0.0,7,7,-1.0,-1.0
147,1000,relax,11.0,5,1,242,48.0,59.0,0,145,630.0,312.0
148,1000,relax,21.0,5,3,83,17.0,14.0,1,38,13635.0,25752.0
149,1000,relax,34.0,5,1,101,20.0,15.0,0,35,20445.0,40530.0
150,1000,relax,19.0,4,1,46,12.0,17.0,0,36,300.0,60.0
151,1000,relax,25.0,4,3,106,26.0,25.0,8,62,10320.0,9554.0
152,1000,relax,39.0,4,2,49,12.0,11.0,1,27,22400.0,38538.0
153,1000,relax,13.0,3,1,134,45.0,38.0,1,72,360.0,170.0
154,1000,relax,15.0,3,1,83,28.0,32.0,1,63,1200.0,933.0
155,1000,relax,16.0,3,1,46,15.0,20.0,1,38,330.0,297.0
156,1000,relax,17.0,3,1,28,9.0,7.0,1,15,240.0,-1.0
157,1000,relax,18.0,3,1,28,9.0,7.0,1,14,390.0,212.0
158,1000,relax,20.0,3,1,33,11.0,10.0,0,19,780.0,424.0
159,1000,relax,26.0,3,1,35,12.0,19.0,0,34,540.0,85.0
160,1000,relax,27.0,3,1,26,9.0,8.0,0,16,270.0,42.0
161,1000,relax,28.0,3,1,25,8.0,8.0,0,15,360.0,255.0
162,1000,relax,29.0,3,1,23,8.0,7.0,0,12,180.0,-1.0
163,1000,relax,30.0,3,1,24,8.0,7.0,0,14,330.0,297.0
164,1000,relax,31.0,3,1,32,11.0,9.0,1,17,150.0,42.0
165,1000,relax,32.0,3,1,48,16.0,17.0,0,33,300.0,85.0
166,1000,relax,33.0,3,1,37,12.0,10.0,1,19,360.0,255.0
167,1000,relax,37.0,3,1,21,7.0,6.0,0,11,150.0,42.0
168,1000,relax,43.0,3,1,59,20.0,20.0,0,39,300.0,339.0
169,1000,relax,44.0,3,1,36,12.0,11.0,0,21,330.0,297.0
170,1000,relax,46.0,3,1,55,18.0,22.0,0,43,210.0,42.0
171,1000,relax,47.0,3,1,26,9.0,7.0,1,14,210.0,42.0
172,1000,relax,48.0,3,1,62,21.0,14.0,11,37,840.0,933.0
173,1000,relax,12.0,2,1,99,50.0,13.0,40,59,240.0,-1.0
174,1000,relax,14.0,2,1,14,7.0,8.0,1,13,780.0,-1.0
175,1000,relax,36.0,2,1,20,10.0,3.0,8,12,540.0,-1.0
176,1000,relax,38.0,2,2,20,10.0,1.0,9,11,180.0,-1.0
177,1000,relax,40.0,2,1,23,12.0,15.0,1,22,360.0,-1.0
178,1000,relax,41.0,2,1,24,12.0,4.0,9,15,480.0,-1.0
179,1000,relax,42.0,2,1,57,28.0,23.0,12,45,180.0,-1.0
180,1000,relax,45.0,2,1,28,14.0,3.0,12,16,120.0,-1.0
181,1000,relax,49.0,2,1,23,12.0,8.0,6,17,240.0,-1.0
182,1000,slumbertime,41.0,14,4,0,0.0,0.0,0,0,5358.0,6184.0
183,1000,slumbertime,43.0,13,4,0,0.0,0.0,0,0,5195.0,4141.0
184,1000,slumbertime,47.0,13,4,0,0.0,0.0,0,0,6615.0,7205.0
185,1000,slumbertime,45.0,12,4,0,0.0,0.0,0,0,7053.0,5127.0
186,1000,slumbertime,38.0,11,4,0,0.0,0.0,0,0,8208.0,5701.0
187,1000,slumbertime,6.0,9,2,255,28.0,27.0,5,87,7050.0,19431.0
188,1000,slumbertime,42.0,9,4,0,0.0,0.0,0,0,9098.0,8293.0
189,1000,slumbertime,35.0,8,4,0,0.0,0.0,0,0,10997.0,9761.0
190,1000,slumbertime,39.0,8,3,0,0.0,0.0,0,0,9429.0,9577.0
191,1000,slumbertime,46.0,8,3,0,0.0,0.0,0,0,10714.0,10198.0
192,1000,slumbertime,28.0,7,4,0,0.0,0.0,0,0,13510.0,9588.0
193,1000,slumbertime,27.0,5,3,0,0.0,0.0,0,0,16410.0,11489.0
194,1000,slumbertime,30.0,5,3,2,0.0,1.0,0,2,8985.0,2490.0
195,1000,slumbertime,32.0,5,4,0,0.0,0.0,0,0,14325.0,6811.0
196,1000,slumbertime,37.0,5,3,0,0.0,0.0,0,0,9810.0,8872.0
197,1000,slumbertime,40.0,5,3,0,0.0,0.0,0,0,21120.0,20317.0
198,1000,slumbertime,44.0,5,3,0,0.0,0.0,0,0,11190.0,13627.0
199,1000,slumbertime,48.0,5,2,0,0.0,0.0,0,0,7125.0,5185.0
200,1000,slumbertime,22.0,4,3,0,0.0,0.0,0,0,11920.0,6815.0
201,1000,slumbertime,23.0,4,2,0,0.0,0.0,0,0,27220.0,31716.0
202,1000,slumbertime,31.0,4,2,0,0.0,0.0,0,0,11220.0,9166.0
203,1000,slumbertime,33.0,4,2,0,0.0,0.0,0,0,11760.0,18150.0
204,1000,slumbertime,7.0,3,1,12,4.0,7.0,0,12,3180.0,1442.0
205,1000,slumbertime,9.0,3,2,0,0.0,0.0,0,0,13140.0,2036.0
206,1000,slumbertime,21.0,3,2,0,0.0,0.0,0,0,24960.0,14425.0
207,1000,slumbertime,24.0,3,1,0,0.0,0.0,0,0,10230.0,2843.0
208,1000,slumbertime,25.0,3,3,0,0.0,0.0,0,0,15660.0,6364.0
209,1000,slumbertime,34.0,3,2,0,0.0,0.0,0,0,10230.0,5728.0
210,1000,slumbertime,49.0,3,2,0,0.0,0.0,0,0,6150.0,8613.0
211,1000,slumbertime,12.0,2,2,0,0.0,0.0,0,0,37620.0,-1.0
212,1000,slumbertime,13.0,2,2,0,0.0,0.0,0,0,54900.0,-1.0
213,1000,slumbertime,17.0,2,2,0,0.0,0.0,0,0,63900.0,-1.0
